"","sample","similiraty"
"H214","H85","0.5502"
"H214","H84","0.5568"
"H214","H83","0.5512"
"H214","H82","0.5574"
"H214","H81","0.5576"
"H214","H8","0.5459"
"H214","H79","0.5794"
"H214","H78","0.5533"
"H214","H77","0.5321"
"H214","H76","0.5276"
"H214","H75","0.5141"
"H214","H74","0.5564"
"H214","H73","0.5565"
"H214","H72","0.5413"
"H214","H71","0.5526"
"H214","H70","0.5517"
"H214","H7","0.5457"
"H214","H69","0.5523"
"H214","H68","0.5598"
"H214","H67","0.5639"
"H214","H66","0.5705"
"H214","H65","0.584"
"H214","H64","0.543"
"H214","H63","0.5401"
"H214","H62","0.5639"
"H214","H61","0.5598"
"H214","H60","0.57"
"H214","H6","0.5624"
"H214","H59","0.6412"
"H214","H58","0.5617"
"H214","H57","0.5596"
"H214","H56","0.546"
"H214","H55","0.5501"
"H214","H54","0.5492"
"H214","H53","0.5503"
"H214","H52","0.5515"
"H214","H51","0.5121"
"H214","H50","0.55"
"H214","H5","0.5619"
"H214","H49","0.5513"
"H214","H48","0.518"
"H214","H47","0.584"
"H214","H46","0.5406"
"H214","H45","0.5483"
"H214","H44","0.5691"
"H214","H43","0.5604"
"H214","H42","0.5563"
"H214","H41","0.5621"
"H214","H40","0.5567"
"H214","H4","0.5603"
"H214","H39","0.5559"
"H214","H38","0.5439"
"H214","H37","0.5497"
"H214","H36","0.572"
"H214","H35","0.5771"
"H214","H34","0.5599"
"H214","H335","0.5527"
"H214","H334","0.7818"
"H214","H333","0.4822"
"H214","H332","0.5175"
"H214","H331","0.5219"
"H214","H330","0.5147"
"H214","H33","0.5483"
"H214","H329","0.6369"
"H214","H328","0.4985"
"H214","H327","0.5349"
"H214","H326","0.4887"
"H214","H325","0.7003"
"H214","H324","0.5816"
"H214","H323","0.6059"
"H214","H322","0.4756"
"H214","H321","0.5822"
"H214","H320","0.6935"
"H214","H32","0.5425"
"H214","H319","0.7017"
"H214","H318","0.5856"
"H214","H317","0.5749"
"H214","H316","0.5404"
"H214","H315","0.5158"
"H214","H314","0.5411"
"H214","H313","0.7338"
"H214","H312","0.7339"
"H214","H311","0.5448"
"H214","H310","0.7671"
"H214","H309","0.771"
"H214","H308","0.766"
"H214","H307","0.7636"
"H214","H306","0.7674"
"H214","H305","0.7716"
"H214","H304","0.7649"
"H214","H303","0.7631"
"H214","H302","0.5405"
"H214","H301","0.5522"
"H214","H300","0.5139"
"H214","H30","0.5937"
"H214","H3","0.5612"
"H214","H298","0.5736"
"H214","H297","0.6033"
"H214","H296","0.5584"
"H214","H294","0.531"
"H214","H293","0.7331"
"H214","H292","0.5344"
"H214","H291","0.5342"
"H214","H290","0.5346"
"H214","H29","0.5916"
"H214","H289","0.5873"
"H214","H288","0.6025"
"H214","H287","0.6088"
"H214","H286","0.4993"
"H214","H285","0.5359"
"H214","H284","0.5411"
"H214","H283","0.5314"
"H214","H282","0.5298"
"H214","H281","0.551"
"H214","H280","0.4533"
"H214","H28","0.5953"
"H214","H279","0.5491"
"H214","H278","0.5099"
"H214","H277","0.5734"
"H214","H276","0.5717"
"H214","H275","0.6767"
"H214","H274","0.7161"
"H214","H273","0.563"
"H214","H272","0.5421"
"H214","H271","0.5524"
"H214","H270","0.5553"
"H214","H27","0.5959"
"H214","H269","0.5522"
"H214","H268","0.5406"
"H214","H267","0.5385"
"H214","H266","0.5382"
"H214","H265","0.5457"
"H214","H264","0.541"
"H214","H262","0.5438"
"H214","H26","0.5524"
"H214","H259","0.5442"
"H214","H258","0.5488"
"H214","H257","0.5457"
"H214","H256","0.5546"
"H214","H255","0.5401"
"H214","H254","0.5365"
"H214","H253","0.544"
"H214","H252","0.5419"
"H214","H251","0.5355"
"H214","H250","0.5512"
"H214","H25","0.592"
"H214","H249","0.5484"
"H214","H248","0.5617"
"H214","H247","0.5384"
"H214","H246","0.539"
"H214","H245","0.5495"
"H214","H244","0.737"
"H214","H243","0.6795"
"H214","H242","0.5594"
"H214","H241","0.5612"
"H214","H240","0.5605"
"H214","H24","0.5821"
"H214","H239","0.559"
"H214","H238","0.5341"
"H214","H237","0.5268"
"H214","H236","0.5679"
"H214","H235","0.5454"
"H214","H234","0.5879"
"H214","H233","0.5658"
"H214","H232","0.5685"
"H214","H231","0.7679"
"H214","H230","0.7639"
"H214","H23","0.5303"
"H214","H229","0.7663"
"H214","H228","0.5314"
"H214","H227","0.539"
"H214","H226","0.4695"
"H214","H225","0.6197"
"H214","H224","0.532"
"H214","H223","0.5459"
"H214","H222","0.5426"
"H214","H221","0.5417"
"H214","H220","0.5511"
"H214","H219","0.6438"
"H214","H218","0.6368"
"H214","H217","0.942"
"H214","H216","0.946"
"H214","H215","0.9527"
"H214","H214","1"
"H214","H213","0.9197"
"H214","H212","0.9452"
"H214","H211","0.5545"
"H214","H210","0.5717"
"H214","H21","0.5215"
"H214","H209","0.5382"
"H214","H208","0.5392"
"H214","H207","0.5041"
"H214","H206","0.5047"
"H214","H205","0.6873"
"H214","H204","0.6764"
"H214","H203","0.552"
"H214","H202","0.5527"
"H214","H201","0.5591"
"H214","H200","0.7527"
"H214","H20","0.5813"
"H214","H2","0.5599"
"H214","H199","0.7372"
"H214","H198","0.7109"
"H214","H197","0.7221"
"H214","H196","0.5603"
"H214","H195","0.6013"
"H214","H194","0.5761"
"H214","H193","0.6286"
"H214","H192","0.6316"
"H214","H191","0.6373"
"H214","H190","0.6448"
"H214","H19","0.5892"
"H214","H189","0.5957"
"H214","H188","0.6726"
"H214","H187","0.6339"
"H214","H186","0.661"
"H214","H185","0.648"
"H214","H184","0.6257"
"H214","H183","0.6672"
"H214","H182","0.6775"
"H214","H181","0.68"
"H214","H180","0.5222"
"H214","H18","0.5636"
"H214","H179","0.5295"
"H214","H178","0.5623"
"H214","H177","0.7701"
"H214","H176","0.7444"
"H214","H175","0.7465"
"H214","H174","0.623"
"H214","H173","0.7405"
"H214","H172","0.7205"
"H214","H171","0.6939"
"H214","H170","0.8035"
"H214","H17","0.5677"
"H214","H169","0.6203"
"H214","H168","0.5345"
"H214","H167","0.5289"
"H214","H166","0.6506"
"H214","H165","0.7577"
"H214","H164","0.7592"
"H214","H163","0.7084"
"H214","H162","0.7342"
"H214","H161","0.7273"
"H214","H160","0.7674"
"H214","H16","0.5564"
"H214","H159","0.766"
"H214","H158","0.7657"
"H214","H157","0.5545"
"H214","H156","0.4902"
"H214","H155","0.5233"
"H214","H154","0.53"
"H214","H153","0.5738"
"H214","H152","0.5735"
"H214","H151","0.5734"
"H214","H150","0.5733"
"H214","H15","0.5794"
"H214","H149","0.5765"
"H214","H148","0.5722"
"H214","H147","0.5704"
"H214","H146","0.5358"
"H214","H145","0.5276"
"H214","H144","0.5143"
"H214","H143","0.5339"
"H214","H142","0.5413"
"H214","H141","0.5663"
"H214","H140","0.5728"
"H214","H139","0.546"
"H214","H138","0.5419"
"H214","H136","0.5372"
"H214","H135","0.5403"
"H214","H134","0.7379"
"H214","H133","0.6399"
"H214","H132","0.4913"
"H214","H131","0.5664"
"H214","H130","0.5608"
"H214","H13","0.5546"
"H214","H129","0.5663"
"H214","H128","0.5633"
"H214","H127","0.5379"
"H214","H126","0.5535"
"H214","H125","0.532"
"H214","H124","0.5309"
"H214","H123","0.551"
"H214","H122","0.5348"
"H214","H121","0.5753"
"H214","H120","0.5449"
"H214","H12","0.5415"
"H214","H119","0.5453"
"H214","H118","0.5447"
"H214","H117","0.5452"
"H214","H116","0.545"
"H214","H115","0.5457"
"H214","H114","0.5454"
"H214","H113","0.5453"
"H214","H112","0.5454"
"H214","H111","0.5453"
"H214","H110","0.5455"
"H214","H11","0.5416"
"H214","H109","0.5455"
"H214","H108","0.5576"
"H214","H107","0.558"
"H214","H106","0.5578"
"H214","H105","0.5592"
"H214","H104","0.5584"
"H214","H103","0.5554"
"H214","H102","0.5465"
"H214","H101","0.5562"
"H214","H100","0.578"
"H214","H10","0.5298"
"H214","H1","0.5602"
"H213","H368","0.5966"
"H213","H367","0.558"
"H213","H366","0.4615"
"H213","H365","0.5824"
"H213","H364","0.6273"
"H213","H363","0.5491"
"H213","H362","0.5677"
"H213","H361","0.5668"
"H213","H99","0.5556"
"H213","H98","0.5678"
"H213","H97","0.5571"
"H213","H96","0.5131"
"H213","H95","0.5135"
"H213","H94","0.5125"
"H213","H93","0.5136"
"H213","H92","0.5124"
"H213","H91","0.5483"
"H213","H90","0.5462"
"H213","H9","0.5465"
"H213","H89","0.545"
"H213","H88","0.5617"
"H213","H87","0.545"
"H213","H86","0.6425"
"H213","H85","0.5544"
"H213","H84","0.5647"
"H213","H83","0.5549"
"H213","H82","0.5715"
"H213","H81","0.5717"
"H213","H8","0.5496"
"H213","H79","0.5719"
"H213","H78","0.5449"
"H213","H77","0.5422"
"H213","H76","0.5373"
"H213","H75","0.5181"
"H213","H74","0.5702"
"H213","H73","0.5696"
"H213","H72","0.5505"
"H213","H71","0.5603"
"H213","H70","0.5557"
"H213","H7","0.5493"
"H213","H69","0.555"
"H213","H68","0.5675"
"H213","H67","0.5671"
"H213","H66","0.5732"
"H213","H65","0.5706"
"H213","H64","0.5516"
"H213","H63","0.5419"
"H213","H62","0.5631"
"H213","H61","0.5593"
"H213","H60","0.5579"
"H213","H6","0.5537"
"H213","H59","0.6424"
"H213","H58","0.5642"
"H213","H57","0.5613"
"H213","H56","0.5497"
"H213","H55","0.5543"
"H213","H54","0.5543"
"H213","H53","0.5527"
"H213","H52","0.5592"
"H213","H51","0.5213"
"H213","H50","0.5532"
"H213","H5","0.5535"
"H213","H49","0.5592"
"H213","H48","0.5255"
"H213","H47","0.5899"
"H213","H46","0.5423"
"H213","H45","0.5487"
"H213","H44","0.5709"
"H213","H43","0.5626"
"H213","H42","0.559"
"H213","H41","0.5556"
"H213","H40","0.5629"
"H213","H4","0.5519"
"H213","H39","0.5694"
"H213","H38","0.5379"
"H213","H37","0.5519"
"H213","H36","0.572"
"H213","H35","0.5971"
"H213","H34","0.5507"
"H213","H335","0.5464"
"H213","H334","0.7666"
"H213","H333","0.4844"
"H213","H332","0.516"
"H213","H331","0.5234"
"H213","H330","0.5134"
"H213","H33","0.552"
"H213","H329","0.6287"
"H213","H328","0.5047"
"H213","H327","0.5379"
"H213","H326","0.4919"
"H213","H325","0.7022"
"H213","H324","0.5922"
"H213","H323","0.6069"
"H213","H322","0.4887"
"H213","H321","0.57"
"H213","H320","0.6919"
"H213","H32","0.5501"
"H213","H319","0.6964"
"H213","H318","0.6108"
"H213","H317","0.5991"
"H213","H316","0.5329"
"H213","H315","0.5123"
"H213","H314","0.5471"
"H213","H313","0.7358"
"H213","H312","0.736"
"H213","H311","0.547"
"H213","H310","0.792"
"H213","H309","0.7961"
"H213","H308","0.7917"
"H213","H307","0.7877"
"H213","H306","0.7918"
"H213","H305","0.7962"
"H213","H304","0.7895"
"H213","H303","0.787"
"H213","H302","0.5431"
"H213","H301","0.5636"
"H213","H300","0.5074"
"H213","H30","0.6003"
"H213","H3","0.5532"
"H213","H298","0.5748"
"H213","H297","0.5948"
"H213","H296","0.5599"
"H213","H294","0.5471"
"H213","H293","0.7347"
"H213","H292","0.5379"
"H213","H291","0.5377"
"H213","H290","0.538"
"H213","H29","0.5973"
"H213","H289","0.5977"
"H213","H288","0.6"
"H213","H287","0.6072"
"H213","H286","0.5"
"H213","H285","0.5404"
"H213","H284","0.5461"
"H213","H283","0.5378"
"H213","H282","0.5358"
"H213","H281","0.5527"
"H213","H280","0.4564"
"H213","H28","0.6012"
"H213","H279","0.5521"
"H213","H278","0.5074"
"H213","H277","0.5649"
"H213","H276","0.563"
"H213","H275","0.6794"
"H213","H274","0.7242"
"H213","H273","0.5729"
"H213","H272","0.5527"
"H213","H271","0.5591"
"H213","H270","0.5695"
"H213","H27","0.6008"
"H213","H269","0.5648"
"H213","H268","0.553"
"H213","H267","0.5419"
"H213","H266","0.5538"
"H213","H265","0.548"
"H213","H264","0.5489"
"H213","H262","0.5576"
"H213","H26","0.5543"
"H213","H259","0.5534"
"H213","H258","0.5557"
"H213","H257","0.5559"
"H213","H256","0.5606"
"H213","H255","0.546"
"H213","H254","0.5472"
"H213","H253","0.5496"
"H213","H252","0.5473"
"H213","H251","0.5388"
"H213","H250","0.5665"
"H213","H25","0.5875"
"H213","H249","0.5545"
"H213","H248","0.5736"
"H213","H247","0.5416"
"H213","H246","0.5502"
"H213","H245","0.5497"
"H213","H244","0.7522"
"H213","H243","0.6941"
"H213","H242","0.5521"
"H213","H241","0.5676"
"H213","H240","0.5669"
"H213","H24","0.5813"
"H213","H239","0.5515"
"H213","H238","0.5385"
"H213","H237","0.5416"
"H213","H236","0.5609"
"H213","H235","0.5486"
"H213","H234","0.597"
"H213","H233","0.5789"
"H213","H232","0.5803"
"H213","H231","0.7927"
"H213","H230","0.7888"
"H213","H23","0.5417"
"H213","H229","0.7912"
"H213","H228","0.5377"
"H213","H227","0.5403"
"H213","H226","0.4814"
"H213","H225","0.6251"
"H213","H224","0.5441"
"H213","H223","0.5484"
"H213","H222","0.5461"
"H213","H221","0.5422"
"H213","H220","0.5491"
"H213","H219","0.6532"
"H213","H218","0.6605"
"H213","H217","0.9093"
"H213","H216","0.9406"
"H213","H215","0.9116"
"H213","H214","0.9197"
"H213","H213","1"
"H213","H212","0.9314"
"H213","H211","0.5654"
"H213","H210","0.5811"
"H213","H21","0.5232"
"H213","H209","0.5536"
"H213","H208","0.5412"
"H213","H207","0.5164"
"H213","H206","0.5082"
"H213","H205","0.6998"
"H213","H204","0.689"
"H213","H203","0.5629"
"H213","H202","0.5663"
"H213","H201","0.5727"
"H213","H200","0.769"
"H213","H20","0.5823"
"H213","H2","0.5519"
"H213","H199","0.7603"
"H213","H198","0.7359"
"H213","H197","0.7202"
"H213","H196","0.5546"
"H213","H195","0.6045"
"H213","H194","0.5952"
"H213","H193","0.66"
"H213","H192","0.6493"
"H213","H191","0.6533"
"H213","H190","0.6806"
"H213","H19","0.5867"
"H213","H189","0.5867"
"H213","H188","0.6866"
"H213","H187","0.6274"
"H213","H186","0.6497"
"H213","H185","0.6499"
"H213","H184","0.6514"
"H213","H183","0.6773"
"H213","H182","0.6863"
"H213","H181","0.7071"
"H213","H180","0.5222"
"H213","H18","0.5594"
"H213","H179","0.5446"
"H213","H178","0.5724"
"H213","H177","0.7937"
"H213","H176","0.7546"
"H213","H175","0.7558"
"H213","H174","0.642"
"H213","H173","0.7173"
"H213","H172","0.7361"
"H213","H171","0.7117"
"H213","H170","0.8257"
"H213","H17","0.5573"
"H213","H169","0.6353"
"H213","H168","0.5444"
"H213","H167","0.5401"
"H213","H166","0.6724"
"H213","H165","0.7914"
"H213","H164","0.7851"
"H213","H163","0.714"
"H213","H162","0.7415"
"H213","H161","0.7336"
"H213","H160","0.7922"
"H213","H16","0.5475"
"H213","H159","0.7908"
"H213","H158","0.7883"
"H213","H157","0.5597"
"H213","H156","0.5042"
"H213","H155","0.531"
"H213","H154","0.5302"
"H213","H153","0.5611"
"H213","H152","0.5613"
"H213","H151","0.5603"
"H213","H150","0.5604"
"H213","H15","0.5719"
"H213","H149","0.5629"
"H213","H148","0.5598"
"H213","H147","0.5572"
"H213","H146","0.5348"
"H213","H145","0.5321"
"H213","H144","0.5267"
"H213","H143","0.547"
"H213","H142","0.5363"
"H213","H141","0.5568"
"H213","H140","0.5672"
"H213","H139","0.546"
"H213","H138","0.5523"
"H213","H136","0.5476"
"H213","H135","0.5433"
"H213","H134","0.7249"
"H213","H133","0.6361"
"H213","H132","0.5017"
"H213","H131","0.5792"
"H213","H130","0.5542"
"H213","H13","0.56"
"H213","H129","0.568"
"H213","H128","0.5516"
"H213","H127","0.551"
"H213","H126","0.5587"
"H213","H125","0.5419"
"H213","H124","0.5294"
"H213","H123","0.5411"
"H213","H122","0.5373"
"H213","H121","0.5681"
"H213","H120","0.5486"
"H213","H12","0.5464"
"H213","H119","0.549"
"H213","H118","0.5484"
"H213","H117","0.5491"
"H213","H116","0.5487"
"H213","H115","0.5494"
"H213","H114","0.5491"
"H213","H113","0.549"
"H213","H112","0.5491"
"H213","H111","0.549"
"H213","H110","0.5492"
"H213","H11","0.5465"
"H213","H109","0.5492"
"H213","H108","0.5522"
"H213","H107","0.5523"
"H213","H106","0.5523"
"H213","H105","0.552"
"H213","H104","0.5502"
"H213","H103","0.5665"
"H213","H102","0.5458"
"H213","H101","0.5502"
"H213","H100","0.5817"
"H213","H10","0.5327"
"H213","H1","0.5517"
"H212","H368","0.599"
"H212","H367","0.5587"
"H212","H366","0.4682"
"H212","H365","0.5858"
"H212","H364","0.63"
"H212","H363","0.5534"
"H212","H362","0.5696"
"H212","H361","0.569"
"H212","H99","0.5552"
"H212","H98","0.5851"
"H212","H97","0.5657"
"H212","H96","0.5182"
"H212","H95","0.5173"
"H212","H94","0.5171"
"H212","H93","0.5182"
"H212","H92","0.5162"
"H212","H91","0.5506"
"H212","H90","0.5436"
"H212","H9","0.5479"
"H212","H89","0.5496"
"H212","H88","0.5633"
"H212","H87","0.5442"
"H212","H86","0.6412"
"H212","H85","0.561"
"H212","H84","0.5721"
"H212","H83","0.5652"
"H212","H82","0.5746"
"H212","H81","0.5749"
"H212","H8","0.5534"
"H212","H79","0.5827"
"H212","H78","0.5569"
"H212","H77","0.5424"
"H212","H76","0.5381"
"H212","H75","0.5176"
"H212","H74","0.5738"
"H212","H73","0.5741"
"H212","H72","0.5478"
"H212","H71","0.56"
"H212","H70","0.5585"
"H212","H7","0.5532"
"H212","H69","0.5603"
"H212","H68","0.5664"
"H212","H67","0.5712"
"H212","H66","0.5736"
"H212","H65","0.5859"
"H212","H64","0.5493"
"H212","H63","0.539"
"H212","H62","0.5613"
"H212","H61","0.5577"
"H212","H60","0.5712"
"H212","H6","0.5675"
"H212","H59","0.647"
"H212","H58","0.5683"
"H212","H57","0.5627"
"H212","H56","0.5543"
"H212","H55","0.5586"
"H212","H54","0.5584"
"H212","H53","0.5596"
"H212","H52","0.5631"
"H212","H51","0.523"
"H212","H50","0.5591"
"H212","H5","0.5667"
"H212","H49","0.5628"
"H212","H48","0.5306"
"H212","H47","0.5963"
"H212","H46","0.5496"
"H212","H45","0.558"
"H212","H44","0.5753"
"H212","H43","0.5655"
"H212","H42","0.5626"
"H212","H41","0.5649"
"H212","H40","0.5658"
"H212","H4","0.565"
"H212","H39","0.5733"
"H212","H38","0.5495"
"H212","H37","0.5578"
"H212","H36","0.5821"
"H212","H35","0.595"
"H212","H34","0.5612"
"H212","H335","0.559"
"H212","H334","0.7972"
"H212","H333","0.4864"
"H212","H332","0.5302"
"H212","H331","0.5232"
"H212","H330","0.5243"
"H212","H33","0.5514"
"H212","H329","0.6303"
"H212","H328","0.5083"
"H212","H327","0.5506"
"H212","H326","0.493"
"H212","H325","0.6959"
"H212","H324","0.5955"
"H212","H323","0.6145"
"H212","H322","0.4837"
"H212","H321","0.5858"
"H212","H320","0.6859"
"H212","H32","0.5503"
"H212","H319","0.6953"
"H212","H318","0.5943"
"H212","H317","0.5874"
"H212","H316","0.5512"
"H212","H315","0.5134"
"H212","H314","0.5485"
"H212","H313","0.7312"
"H212","H312","0.731"
"H212","H311","0.5529"
"H212","H310","0.7682"
"H212","H309","0.7723"
"H212","H308","0.7673"
"H212","H307","0.7646"
"H212","H306","0.7677"
"H212","H305","0.7726"
"H212","H304","0.7659"
"H212","H303","0.7639"
"H212","H302","0.5494"
"H212","H301","0.5647"
"H212","H300","0.5096"
"H212","H30","0.6032"
"H212","H3","0.566"
"H212","H298","0.5823"
"H212","H297","0.5992"
"H212","H296","0.5625"
"H212","H294","0.5442"
"H212","H293","0.7299"
"H212","H292","0.5427"
"H212","H291","0.5425"
"H212","H290","0.5428"
"H212","H29","0.6014"
"H212","H289","0.5859"
"H212","H288","0.5942"
"H212","H287","0.6009"
"H212","H286","0.5014"
"H212","H285","0.5465"
"H212","H284","0.5479"
"H212","H283","0.5427"
"H212","H282","0.5404"
"H212","H281","0.5571"
"H212","H280","0.4594"
"H212","H28","0.6048"
"H212","H279","0.5572"
"H212","H278","0.516"
"H212","H277","0.5745"
"H212","H276","0.5738"
"H212","H275","0.6768"
"H212","H274","0.7269"
"H212","H273","0.5711"
"H212","H272","0.5543"
"H212","H271","0.5667"
"H212","H270","0.5682"
"H212","H27","0.6045"
"H212","H269","0.5623"
"H212","H268","0.5504"
"H212","H267","0.5438"
"H212","H266","0.556"
"H212","H265","0.5518"
"H212","H264","0.553"
"H212","H262","0.558"
"H212","H26","0.5572"
"H212","H259","0.5497"
"H212","H258","0.5581"
"H212","H257","0.5597"
"H212","H256","0.5701"
"H212","H255","0.5563"
"H212","H254","0.5563"
"H212","H253","0.5577"
"H212","H252","0.5549"
"H212","H251","0.5477"
"H212","H250","0.569"
"H212","H25","0.5946"
"H212","H249","0.5586"
"H212","H248","0.573"
"H212","H247","0.5474"
"H212","H246","0.5548"
"H212","H245","0.5578"
"H212","H244","0.7534"
"H212","H243","0.6851"
"H212","H242","0.5611"
"H212","H241","0.5699"
"H212","H240","0.5693"
"H212","H24","0.5879"
"H212","H239","0.5611"
"H212","H238","0.5456"
"H212","H237","0.5417"
"H212","H236","0.5732"
"H212","H235","0.5504"
"H212","H234","0.5994"
"H212","H233","0.5818"
"H212","H232","0.5822"
"H212","H231","0.7689"
"H212","H230","0.7647"
"H212","H23","0.5431"
"H212","H229","0.7671"
"H212","H228","0.5365"
"H212","H227","0.5528"
"H212","H226","0.4877"
"H212","H225","0.6322"
"H212","H224","0.543"
"H212","H223","0.5599"
"H212","H222","0.5566"
"H212","H221","0.5542"
"H212","H220","0.5539"
"H212","H219","0.6484"
"H212","H218","0.648"
"H212","H217","0.9235"
"H212","H216","0.9359"
"H212","H215","0.9369"
"H212","H214","0.9452"
"H212","H213","0.9314"
"H212","H212","1"
"H212","H211","0.5693"
"H212","H210","0.5845"
"H212","H21","0.5293"
"H212","H209","0.5489"
"H212","H208","0.5495"
"H212","H207","0.508"
"H212","H206","0.5107"
"H212","H205","0.6911"
"H212","H204","0.6797"
"H212","H203","0.569"
"H212","H202","0.5643"
"H212","H201","0.5708"
"H212","H200","0.7699"
"H212","H20","0.5847"
"H212","H2","0.5648"
"H212","H199","0.741"
"H212","H198","0.7137"
"H212","H197","0.7127"
"H212","H196","0.5654"
"H212","H195","0.5987"
"H212","H194","0.5911"
"H212","H193","0.632"
"H212","H192","0.6352"
"H212","H191","0.6422"
"H212","H190","0.6632"
"H212","H19","0.5841"
"H212","H189","0.598"
"H212","H188","0.6668"
"H212","H187","0.623"
"H212","H186","0.6521"
"H212","H185","0.6459"
"H212","H184","0.627"
"H212","H183","0.6814"
"H212","H182","0.6877"
"H212","H181","0.6984"
"H212","H180","0.5238"
"H212","H18","0.5682"
"H212","H179","0.5422"
"H212","H178","0.5753"
"H212","H177","0.7719"
"H212","H176","0.7427"
"H212","H175","0.7449"
"H212","H174","0.6399"
"H212","H173","0.7279"
"H212","H172","0.7216"
"H212","H171","0.6864"
"H212","H170","0.8162"
"H212","H17","0.5733"
"H212","H169","0.6381"
"H212","H168","0.5446"
"H212","H167","0.5397"
"H212","H166","0.6537"
"H212","H165","0.777"
"H212","H164","0.7623"
"H212","H163","0.7167"
"H212","H162","0.7442"
"H212","H161","0.735"
"H212","H160","0.7684"
